id,title,artist,favorite,latitude,longitude,date
201575919,Don't Take The Money,Bleachers,false,0.0,0.0,07/19/2019 13:54:31
201321283,Rude,MAGIC!,false,0.0,0.0,07/19/2019 13:50:17
201138782,Anywhere,Rita Ora,false,0.0,0.0,07/19/2019 13:47:14
200635935,Everything,Alanis Morissette,false,0.0,0.0,07/19/2019 13:38:51
200029794,When We Were Young,Adele,false,0.0,0.0,07/19/2019 13:28:45
199815142,Talk,Why Don't We,false,0.0,0.0,07/19/2019 13:25:10
199608901,Shut Up and Dance,WALK THE MOON,false,0.0,0.0,07/19/2019 13:21:44
199157788,The Middle,Zedd,false,0.0,0.0,07/19/2019 13:14:13
198691771,Castles In The Sky,Ian Van Dahl,false,0.0,0.0,07/19/2019 13:06:27
198353294,Perfect,Ed Sheeran,false,0.0,0.0,07/19/2019 13:00:49
197686636,...Ready For It?,Taylor Swift,false,0.0,0.0,07/19/2019 12:49:42
197404322,"Gone, Gone, Gone",Phillip Phillips,false,0.0,0.0,07/19/2019 12:45:00
197188025,Crush,Jennifer Paige,false,0.0,0.0,07/19/2019 12:41:23
196720096,Hanginaround,Counting Crows,false,0.0,0.0,07/19/2019 12:33:35
196434914,One Kiss,Calvin Harris & Dua Lipa,false,0.0,0.0,07/19/2019 12:28:50
195456106,Steal My Sunshine,Len,false,0.0,0.0,07/19/2019 12:12:31
195377581,Steal My Sunshine (Single Version),Len,false,0.0,0.0,07/19/2019 12:11:13
195103000,All I Ever Wanted,Kelly Clarkson,false,0.0,0.0,07/19/2019 12:06:38
194914190,Think Before I Talk,Astrid S,false,0.0,0.0,07/19/2019 12:03:29
194614745,Black Balloon,Goo Goo Dolls,false,0.0,0.0,07/19/2019 11:58:30
194379296,Cry For You,September,false,0.0,0.0,07/19/2019 11:54:35
193930411,Nothing Breaks Like a Heart,Mark Ronson,false,0.0,0.0,07/19/2019 11:47:06
193619146,Runaway Train,Soul Asylum,false,0.0,0.0,07/19/2019 11:41:54
193381531,Hey There Delilah,Plain White T's,false,0.0,0.0,07/19/2019 11:37:57
193103234,Viva La Vida,Coldplay,false,0.0,0.0,07/19/2019 11:33:18
192623939,Sucker,Jonas Brothers,false,0.0,0.0,07/19/2019 11:25:19
192133608,WILD,Troye Sivan,false,0.0,0.0,07/19/2019 11:17:09
191848077,Georgia,Vance Joy,false,0.0,0.0,07/19/2019 11:12:23
191627219,Rhythm Divine,Enrique Iglesias,false,0.0,0.0,07/19/2019 11:08:42
191152168,You & Me,James TW,false,0.0,0.0,07/19/2019 11:00:47
190891342,The Game of Love (Main / Radio Mix),Santana,false,0.0,0.0,07/19/2019 10:56:27
190664157,On Top Of The World,Imagine Dragons,false,0.0,0.0,07/19/2019 10:52:39
190502650,Seeing Blind,"Niall Horan, Maren Morris",false,0.0,0.0,07/19/2019 10:49:58
190168540,Beautiful Day,U2,false,0.0,0.0,07/19/2019 10:44:24
189981905,Chasing the Sun,Hilary Duff,false,0.0,0.0,07/19/2019 10:41:17
189487074,Best I Ever Had (Grey Sky Morning),Vertical Horizon,false,0.0,0.0,07/19/2019 10:33:02
189221216,Walk Me Home,P!nk,false,0.0,0.0,07/19/2019 10:28:36
188957216,Precious Love,James Morrison,false,0.0,0.0,07/19/2019 10:24:12
188461020,White Flag,Dido,false,0.0,0.0,07/19/2019 10:15:56
188194561,Brighter Than Sunshine,Aqualung,false,0.0,0.0,07/19/2019 10:11:30
187985316,High Hopes,Panic! At The Disco,false,0.0,0.0,07/19/2019 10:08:01
187481956,Crash and Burn,Savage Garden,false,0.0,0.0,07/19/2019 09:59:37
186771458,No Promises (feat. Demi Lovato),Cheat Codes,false,0.0,0.0,07/19/2019 09:47:47
186312293,Over It,Katharine McPhee,false,0.0,0.0,07/19/2019 09:40:08
186050111,Pinch Me,Barenaked Ladies,false,0.0,0.0,07/19/2019 09:35:45
185822507,Rather Be (feat. Jess Glynne),Clean Bandit,false,0.0,0.0,07/19/2019 09:31:58
185543303,High Horse,Kacey Musgraves,false,0.0,0.0,07/19/2019 09:27:19
185332181,Good Grief,Bastille,false,0.0,0.0,07/19/2019 09:23:47
184985072,The Only Exception,Paramore,false,0.0,0.0,07/19/2019 09:18:00
184749599,Girl Next Door,Saving Jane,false,0.0,0.0,07/19/2019 09:14:05
184513230,September Song,JP Cooper,false,0.0,0.0,07/19/2019 09:10:08
184017753,Drift Away,Uncle Kracker,false,0.0,0.0,07/19/2019 09:01:53
183789520,Boys Like You,Who Is Fancy,false,0.0,0.0,07/19/2019 08:58:05
183457296,Haven't Met You Yet,Michael Bublé,false,0.0,0.0,07/19/2019 08:52:33
183217746,Over My Head,Echosmith,false,0.0,0.0,07/19/2019 08:48:33
182945161,Somewhere Only We Know,Keane,false,0.0,0.0,07/19/2019 08:44:00
182713070,Hold Me Up,Conrad Sewell,false,0.0,0.0,07/19/2019 08:40:08
182452838,Locked Away,R. City,false,0.0,0.0,07/19/2019 08:35:48
182198883,Love Zone,Billy Ocean,false,0.0,0.0,07/19/2019 08:31:34
181648320,Crush (Album Version),Mandy Moore,false,0.0,0.0,07/19/2019 08:22:24
181401642,Brand New,Ben Rector,false,0.0,0.0,07/19/2019 08:18:17
181235529,Out Of My Head,Fastball,false,0.0,0.0,07/19/2019 08:15:31
180792400,LET YOU BE RIGHT,MEGHAN TRAINOR,false,0.0,0.0,07/19/2019 08:08:08
180546290,Hold My Hand,Jess Glynne,false,0.0,0.0,07/19/2019 08:04:02
180080161,Gasoline,The Rua,false,0.0,0.0,07/19/2019 07:56:15
179834936,Animal,Neon Trees,false,0.0,0.0,07/19/2019 07:52:10
179606354,Don't Give Up On Me,Andy Grammer,false,0.0,0.0,07/19/2019 07:48:22
178597123,Come Undone,Duran Duran,false,0.0,0.0,07/19/2019 07:31:32
178348568,Swan Song,Dua Lipa,false,0.0,0.0,07/19/2019 07:27:24
